"locID","mapID","mapCheckID","item"
"0081","mp1304","TBOX03","1"
"0082","mp1304","TBOX04","1"
"0083","mp1304","TBOX05","1"
"0084","mp1304t2","TBOX01","1"
"0085","mp1304t2","TBOX02","1"
"0086","mp1304t2","TBOX03","1"
"0087","mp1305","TBOX01","1"
"0088","mp1306t2","TBOX01","1"
"0089","mp1307","TBOX01","1"
"0090","mp1307t2","TBOX01","1"
"0091","mp2101","TBOX01","1"
"0092","mp2101","TBOX02","1"
"0093","mp2102","TBOX01","1"
"0094","mp2102","TBOX02","1"
"0095","mp2102","TBOX03","1"
"0096","mp2102","TBOX04","1"
"0097","mp2102","TBOX05","1"
"0098","mp2104","TBOX01","1"
"0099","mp2104","TBOX02","1"
"0100","mp2105","TBOX01","1"
"0101","mp2301","TBOX01","1"
"0102","mp2301","TBOX02","1"
"0103","mp2301","TBOX03","1"
"0104","mp2302","TBOX01","1"
"0105","mp2304","TBOX01","1"
"0106","mp2305","TBOX01","1"
"0107","mp2305","TBOX02","1"
"0108","mp2306","TBOX01","1"
"0109","mp2306","TBOX02","1"
"0110","mp2307","TBOX01","1"
"0111","mp3101","TBOX01","1"
"0112","mp3101","TBOX02","1"
"0113","mp3102","TBOX01","1"
"0114","mp3103","TBOX01","1"
"0115","mp3104","TBOX01","1"
"0116","mp3106","TBOX01","1"
"0117","mp3107","TBOX01","1"
"0118","mp3109","TBOX01","1"
"0119","mp3109","TBOX02","1"
"0120","mp4103","TBOX01","1"
"0121","mp4104","TBOX01","1"
"0122","mp4104","TBOX02","1"
"0123","mp4106","TBOX01","1"
"0124","mp4108","TBOX01","1"
"0125","mp4108","TBOX02","1"
"0126","mp4110","TBOX01","1"
"0127","mp4110","TBOX02","1"
"0128","mp4301","TBOX01","1"
"0129","mp4301","TBOX02","1"
"0130","mp4301","TBOX03","1"
"0131","mp4301","TBOX04","1"
"0132","mp4301","TBOX05","1"
"0133","mp4302","TBOX01","1"
"0134","mp4302","TBOX02","1"
"0135","mp4302","TBOX03","1"
"0136","mp4303","TBOX01","1"
"0137","mp4305","TBOX01","1"
"0138","mp4305","TBOX02","1"
"0139","mp4305","TBOX03","1"
"0140","mp4306","TBOX01","1"
"0141","mp4307","TBOX01","1"
"0142","mp4307","TBOX02","1"
"0143","mp4307","TBOX03","1"
"0144","mp4308","TBOX01","1"
"0145","mp4331","TBOX01","1"
"0146","mp4331t2","TBOX01","1"
"0147","mp4333","TBOX01","1"
"0148","mp4333","TBOX02","1"
"0149","mp4333t2","TBOX01","1"
"0150","mp4333t2","TBOX02","1"
"0151","mp4333t2","TBOX03","1"
"0152","mp4334","TBOX01","1"
"0153","mp4334","TBOX02","1"
"0154","mp4334","TBOX03","1"
"0155","mp4334t2","TBOX01","1"
"0156","mp4334t2","TBOX02","1"
"0157","mp4335","TBOX01","1"
"0158","mp4336","TBOX01","1"
"0159","mp4336","TBOX02","1"
"0160","mp4336t2","TBOX01","1"
"0161","mp4337t2","TBOX01","1"
"0162","mp4338","TBOX01","1"
"0163","mp4338","TBOX02","1"
"0164","mp4338t2","TBOX01","1"
"0165","mp4339","TBOX01","1"
"0166","mp4339t2","TBOX01","1"
"0167","mp5101","TBOX01","1"
"0168","mp5102","TBOX01","1"
"0169","mp5102","TBOX02","1"
"0170","mp5102","TBOX03","1"
"0171","mp5103","TBOX01","1"
"0172","mp6104","TBOX01","1"
"0173","mp6106","TBOX01","1"
"0174","mp6106","TBOX02","1"
"0175","mp6106","TBOX03","1"
"0176","mp6107","TBOX01","1"
"0177","mp6107","TBOX02","1"
"0178","mp6108","TBOX01","1"
"0179","mp6108t3","TBOX01","1"
"0180","mp6109","TBOX01","1"
"0181","mp6111","TBOX01","1"
"0182","mp6111t2","TBOX01","1"
"0183","mp6112","TBOX01","1"
"0184","mp6112t2","TBOX01","1"
"0185","mp6113","TBOX01","1"
"0186","mp6113","TBOX02","1"
"0187","mp6113","TBOX03","1"
"0188","mp6114","TBOX01","1"
"0189","mp6114","TBOX02","1"
"0190","mp6114","TBOX03","1"
"0191","mp6115","TBOX01","1"
"0192","mp6116","TBOX01","1"
"0193","mp6116","TBOX02","1"
"0194","mp6116t2","TBOX01","1"
"0195","mp6201","TBOX02","1"
"0196","mp6201","TBOX01","1"
"0197","mp6213","TBOX01","1"
"0198","mp6213","TBOX02","1"
"0199","mp6213","TBOX03","1"
"0200","mp6214","TBOX01","1"
"0201","mp6214","TBOX02","1"
"0202","mp6305","TBOX01","1"
"0203","mp6305","TBOX02","1"
"0204","mp6306","TBOX01","1"
"0205","mp6306","TBOX02","1"
"0206","mp6306","TBOX03","1"
"0207","mp6307","TBOX01","1"
"0208","mp6307","TBOX02","1"
"0209","mp6307","TBOX03","1"
"0210","mp6308","TBOX01","1"
"0211","mp6308","TBOX02","1"
"0212","mp6308","TBOX03","1"
"0213","mp6310","TBOX01","1"
"0214","mp6310","TBOX02","1"
"0215","mp6310","TBOX03","1"
"0216","mp6322","TBOX01","1"
"0217","mp6322","TBOX02","1"
"0218","mp6322","TBOX03","1"
"0219","mp6323","TBOX01","1"
"0220","mp6323","TBOX02","1"
"0221","mp6323","TBOX03","1"
"0222","mp6323","TBOX04","1"
"0223","mp6325","TBOX01","1"
"0224","mp6326","TBOX01","1"
"0225","mp6326","TBOX02","1"
"0226","mp6328","TBOX01","1"
"0227","mp6328","TBOX02","1"
"0228","mp6328","TBOX03","1"
"0229","mp6328","TBOX04","1"
"0230","mp6328","TBOX05","1"
"0231","mp6341","TBOX01","1"
"0232","mp6341","TBOX02","1"
"0233","mp6341","TBOX03","1"
"0234","mp6341","TBOX04","1"
"0235","mp6341","TBOX05","1"
"0236","mp6341","TBOX06","1"
"0237","mp6342","TBOX01","1"
"0238","mp6342","TBOX02","1"
"0239","mp6345","TBOX01","1"
"0240","mp6346","TBOX01","1"
"0241","mp6346","TBOX02","1"
"0242","mp6346","TBOX03","1"
"0243","mp6346","TBOX04","1"
"0244","mp6347","TBOX01","1"
"0245","mp6347","TBOX02","1"
"0246","mp6347","TBOX03","1"
"0247","mp6347","TBOX04","1"
"0248","mp6361","TBOX01","1"
"0249","mp6362","TBOX01","1"
"0250","mp6362","TBOX02","1"
"0251","mp6364","TBOX01","1"
"0252","mp6364","TBOX02","1"
"0253","mp6365","TBOX01","1"
"0254","mp6365","TBOX02","1"
"0255","mp6365","TBOX03","1"
"0256","mp6367","TBOX01","1"
"0257","mp6367","TBOX02","1"
"0258","mp6368","TBOX01","1"
"0259","mp6369","TBOX01","1"
"0260","mp6369","TBOX02","1"
"0261","mp6369","TBOX03","1"
"0262","mp6412","TBOX01","1"
"0263","mp6412","TBOX02","1"
"0264","mp6412","TBOX03","1"
"0265","mp6413","TBOX01","1"
"0266","mp6413","TBOX02","1"
"0267","mp6413","TBOX03","1"
"0268","mp6413","TBOX04","1"
"0269","mp6421","TBOX01","1"
"0270","mp6421","TBOX02","1"
"0271","mp6421","TBOX03","1"
"0272","mp6421","TBOX04","1"
"0273","mp6421","TBOX05","1"
"0274","mp6422","TBOX01","1"
"0275","mp6422","TBOX02","1"
"0276","mp6422","TBOX03","1"
"0277","mp6422","TBOX04","1"
"0278","mp6422","TBOX05","1"
"0279","mp6511","TBOX01","1"
"0280","mp6511","TBOX02","1"
"0281","mp6511","TBOX03","1"
"0282","mp6511m","TBOX01","1"
"0283","mp6512","TBOX01","1"
"0284","mp6512","TBOX02","1"
"0285","mp6512m","TBOX01","1"
"0286","mp6512m","TBOX02","1"
"0287","mp6513","TBOX01","1"
"0288","mp6513","TBOX02","1"
"0289","mp6514m","TBOX01","1"
"0290","mp6514m","TBOX02","1"
"0291","mp6519","TBOX01","1"
"0292","mp6519m","TBOX01","1"
"0293","mp6521","TBOX01","1"
"0294","mp6521","TBOX02","1"
"0295","mp6521","TBOX03","1"
"0296","mp6522","TBOX01","1"
"0297","mp6522","TBOX02","1"
"0298","mp6522m","TBOX01","1"
"0299","mp6523m","TBOX01","1"
"0300","mp6524m","TBOX01","1"
"0301","mp6529","TBOX01","1"
"0302","mp6529m","TBOX01","1"
"0303","mp6531","TBOX01","1"
"0304","mp6531","TBOX02","1"
"0305","mp6531","TBOX03","1"
"0306","mp6531","TBOX04","1"
"0307","mp6531","TBOX05","1"
"0308","mp6531","TBOX06","1"
"0309","mp6531","TBOX07","1"
"0310","mp6531m","TBOX01","1"
"0311","mp6531m","TBOX02","1"
"0312","mp6531m","TBOX03","1"
"0313","mp6531m","TBOX04","1"
"0314","mp6531m","TBOX05","1"
"0315","mp6531m","TBOX06","1"
"0316","mp6531m","TBOX07","1"
"0317","mp6531m","TBOX08","1"
"0318","mp6531m","TBOX09","1"
"0319","mp6531m","TBOX10","1"
"0320","mp6532","TBOX01","1"
"0321","mp6532","TBOX02","1"
"0322","mp6532","TBOX03","1"
"0323","mp6532m","TBOX01","1"
"0324","mp6532m","TBOX02","1"
"0325","mp6532m","TBOX03","1"
"0326","mp6532m","TBOX04","1"
"0327","mp6532m","TBOX05","1"
"0328","mp6532m","TBOX06","1"
"0329","mp6539","TBOX01","1"
"0330","mp6539m","TBOX01","1"
"0331","mp6541","TBOX01","1"
"0332","mp6541","TBOX02","1"
"0333","mp6541","TBOX03","1"
"0334","mp6541","TBOX04","1"
"0335","mp6541m","TBOX01","1"
"0336","mp6541m","TBOX02","1"
"0337","mp6542","TBOX01","1"
"0338","mp6542","TBOX02","1"
"0339","mp6542","TBOX03","1"
"0340","mp6542","TBOX04","1"
"0341","mp6542m","TBOX01","1"
"0342","mp6542m","TBOX02","1"
"0343","mp6542m","TBOX03","1"
"0344","mp6549","TBOX01","1"
"0345","mp6549m","TBOX01","1"
"0346","mp6551","TBOX01","1"
"0347","mp6551","TBOX02","1"
"0348","mp6551","TBOX03","1"
"0349","mp6551m","TBOX01","1"
"0350","mp6551m","TBOX02","1"
"0351","mp6552","TBOX01","1"
"0352","mp6552m","TBOX01","1"
"0353","mp6552m","TBOX02","1"
"0354","mp6552m","TBOX03","1"
"0355","mp6553m","TBOX01","1"
"0356","mp6553m","TBOX02","1"
"0357","mp6554","TBOX01","1"
"0358","mp6554","TBOX02","1"
"0359","mp6554","TBOX03","1"
"0360","mp6554","TBOX04","1"
"0361","mp6554m","TBOX01","1"
"0362","mp6554m","TBOX02","1"
"0363","mp6554m","TBOX03","1"
"0364","mp6555","TBOX01","1"
"0365","mp6555","TBOX02","1"
"0366","mp6559","TBOX01","1"
"0367","mp6559m","TBOX01","1"
"0368","mp6559m","TBOX04","1"
"0369","mp6561","TBOX01","1"
"0370","mp6561","TBOX02","1"
"0371","mp6561","TBOX03","1"
"0372","mp6561","TBOX04","1"
"0373","mp6561m","TBOX01","1"
"0374","mp6561m","TBOX02","1"
"0375","mp6561m","TBOX03","1"
"0376","mp6561m","TBOX04","1"
"0377","mp7101","TBOX01","1"
"0378","mp7302","TBOX02","1"
"0379","mp7302","TBOX03","1"
"0380","mp7303","TBOX02","1"
"0381","mp7411","TBOX01","1"
"0382","mp7411","TBOX02","1"
"0383","mp7411","TBOX03","1"
"0384","mp7451","TBOX01","1"
"0385","mp7451","TBOX02","1"
"0386","mp7451","TBOX03","1"
"0387","mp7451","TBOX04","1"
"0388","mp7451","TBOX05","1"
"0389","mp7461","TBOX01","1"
"0390","mp7461","TBOX02","1"
"0391","mp7461","TBOX03","1"
"0392","mp7471","TBOX01","1"
"0393","mp7471","TBOX02","1"
"0394","mp7481","TBOX01","1"
"0395","mp7481","TBOX02","1"
"0396","mp7491","TBOX01","1"
"0397","mp7491","TBOX02","1"
"0398","mp7491","TBOX03","1"
"0399","mp7491","TBOX04","1"
"0400","mp7491","TBOX05","1"
"0401","mp1101","Laxia Join","0"
"0402","mp7305","Captain Barbaros Join","0"
"0403","mp1201","Little Paro Join","0"
"0404","mp1103","Sahad Join","0"
"0405","mp1201","Dogi Join","0"
"0406","mp1133","Alison Join","0"
"0407","mp1305","Sir Carlan Join","0"
"0408","mp1305","Kiergaard Join","0"
"0409","mp1117","Kathleen Join","0"
"0410","mp7471","Sister Nia Join","0"
"0411","mp1108","Hummel Join","0"
"0412","mp1119","Dina Join","0"
"0413","mp1114","Reja Join","0"
"0414","mp2301","Euron Join","0"
"0415","mp1118","Licht Join","0"
"0416","mp1118","Quina Join","0"
"0417","mp4337","Ricotta Join","0"
"0418","mp3107","Austin Join","0"
"0419","mp2106","Miralda Join","0"
"0420","mp6409","Thanatos Join","0"
"0421","mp6116","Silvia Join","0"
"0422","mp6409","Dana Join","0"
"0423","mp6104","Katthew Join","0"
"0424","mp1116","Ed Join","0"
"0425","mp4110","Franz Join","0"
"0426","mp1201","Shoebill Join","0"
"0427","mp6109","Griselda Join","0"
"0428","mp5104","Master Kong Join","0"
"0429","mp0011","Adol Join","0"
"0430","mp1303","Corpse","1"
"0431","mp7401","Cave Wall","1"
"0432","mp6350","Mistilteinn Event","1"
"0433","mp6409","Dana Join Event Flame Stone","1"
"0434","mp0405","Kill Boss","1"
"0435","mp4309","Kill Boss","1"
"0436","mp6349","Kill Boss","1"
"0437","mp6370","Kill Boss","1"
"0438","mp6310","Goal","1"
"0439","mp6402","Blue Score Location","1"
"0440","mp6330","Monolith Scene","1"
"0441","mp1122","Second Carlan Join","1"
"0442","mp7461","Pikkard","1"
"0443","mp4336","Wish Tree","1"
"0444","mp1114","Pirate Treasure","1"
"0445","mp6114","Fermented Sap","1"
"0446","mp1201","Stage 2","1"
"0447","mp1201","Stage 3","1"
"0448","mp1201","Stage 5","1"
"0449","mp1201","Stage 7","1"
"0450","mp1201","Stage 9","1"
"0451","mp1201","Percent 10","1"
"0452","mp1201","Percent 20","1"
"0453","mp1201","Percent 30","1"
"0454","mp1201","Percent 40","1"
"0455","mp1201","Percent 50","1"
"0456","mp1201","Percent 60","1"
"0457","mp1201","Percent 70","1"
"0458","mp1201","Percent 80","1"
"0459","mp1201","Percent 90","1"
"0460","mp1201","Percent 100","1"
"0461","mp1201","Item 1","1"
"0462","mp1201","Item 2","1"
"0463","mp1201","Item 3","1"
"0464","mp1201","Item 4","1"
"0465","mp1201","Item 5","1"
"0466","mp1201","Past Item 1","1"
"0467","mp1201","Past Item 2","1"
"0468","mp1201","Past Item 3","1"
"0469","mp1201","Past Item 4","1"
"0470","mp1201","Past Item 5","1"
"0471","mp1201","Fishing Tutorial","1"
"0472","mp1201","Fish 4","1"
"0473","mp1201","Fish 8","1"
"0474","mp1201","Fish 12","1"
"0475","mp1201","Fish 16","1"
"0476","mp1201","Fish 20","1"
"0477","mp1201","Fish 24","1"
"0478","mp1201","Half","1"
"0479","mp1201","All","1"
"0480","mp4337","Food 2","1"
"0481","mp4337","Food 4","1"
"0482","mp4337","Food 6","1"
"0483","mp4337","Food 8","1"
"0484","mp4337","Food 10","1"
"0485","mp4337","Food 12","1"
"0486","none","none","1"
"0487","none","none","1"
"0488","none","none","1"
"0489","none","none","1"
"0490","none","none","1"
"0491","none","none","1"
"0492","none","none","1"
"0493","mp7303","Corpse","1"
"0494","mp4308","Corpse","1"
"0495","mp4305","Corpse","1"
"0496","mp4301","Corpse","1"
"0497","mp2303","Corpse","1"
"0498","mp1115","Corpse","1"
"0499","mp0408","Corpse","1"
"0500","none","none","1"
"0501","none","none","1"
"0502","none","none","1"
"0503","none","none","1"
"0504","none","none","1"
"0505","none","none","1"
"0506","none","none","1"
"0507","none","none","1"
"0508","none","none","1"
"0509","none","none","1"
"0510","mp1115","Reja's Pikkard","1"
"0511","mp6204","Ship Blueprints","1"
"0512","mp0405","Seiren Chart","1"
"0513","mp1116","Driftage","1"
"0514","mp1122","Driftage","1"
"0515","mp0402","Corpse","1"
"0516","mp6370","Driftage","1"
"0517","mp7461","Driftage","1"
"0518","none","none","1"
"0519","none","none","1"
"0520","startingSkill","Sonic Slide","0"
"0521","startingSkill","Arc Shot","0"
"0522","startingSkill","Dagger Fling","0"
"0523","startingSkill","Wake Up!","0"
"0524","startingSkill","High Wave","0"
"0525","startingSkill","Grand Anchor","0"
"0526","startingSkill","Burst Shot","0"
"0527","startingSkill","Venomous Bullet","0"
"0528","startingSkill","Wild Spin","0"
"0529","startingSkill","Handmade Trap","0"
"0530","startingSkill","Twin Edge","0"
"0531","startingSkill","Sonic Rise","0"
"0532","mp6413","Mephorash Skill","0"
"0533","mp6569","Melaiduma Skill","0"
"0534","mp6308","Psyche-Ura Skill 1","0"
"0535","mp6308","Psyche-Ura Skill 2","0"
"0536","mp6307","Psyche-Nestor Skill 1","0"
"0537","mp6307","Psyche-Nestor Skill 2","0"
"0538","mp6306","Psyche-Minos Skill 1","0"
"0539","mp6306","Psyche-Minos Skill 2","0"
"0540","mp6305","Psyche-Hydra Skill 1","0"
"0541","mp6305","Psyche-Hydra Skill 2","0"
"0542","mp1201","Silvia Skill 1","0"
"0543","mp1201","Silvia Skill 2","0"
"0544","mp6349","Basileus Skill 1","0"
"0545","mp6349","Basileus Skill 2","0"
"0546","mp6345","Doxa Griel Skill 1","0"
"0547","mp6345","Doxa Griel Skill 2","0"
"0548","mp6370","Oceanus Skill 1","0"
"0549","mp6370","Oceanus Skill 2","0"
"0550","mp6366","Coelacantos Skill 1","0"
"0551","mp6366","Coelacantos Skill 2","0"
"0552","mp0405","Pirate Revenant Skill 1","0"
"0553","mp0405","Pirate Revenant Skill 2","0"
"0554","mp6329","Carveros Skill 1","0"
"0555","mp6329","Carveros Skill 2","0"
"0556","mp6325","Exmetal Skill 1","0"
"0557","mp6325","Exmetal Skill 2","0"
"0558","mp6410","Brachion Skill 1","0"
"0559","mp6410","Brachion Skill 2","0"
"0560","mp4341","Giasburn Skill 1","0"
"0561","mp4341","Giasburn Skill 2","0"
"0562","mp4337","Avalodragil 2 Skill 1","0"
"0563","mp4337","Avalodragil 2 Skill 2","0"
"0564","mp1118","Kiergaard Weissman Skill 1","0"
"0565","mp1118","Kiergaard Weissman Skill 2","0"
"0566","mp2308","Laspisus Skill 1","0"
"0567","mp2308","Laspisus Skill 2","0"
"0568","mp2304","Magamandra Skill 1","0"
"0569","mp2304","Magamandra Skill 2","0"
"0570","mp4309","Gargantula Skill 1","0"
"0571","mp4309","Gargantula Skill 2","0"
"0572","mp4306","Lonbrigius Skill 1","0"
"0573","mp4306","Lonbrigius Skill 2","0"
"0574","mp1308","Clareon Skill 1","0"
"0575","mp1308","Clareon Skill 2","0"
"0576","mp1306","Serpentus Skill 1","0"
"0577","mp1306","Serpentus Skill 2","0"
"0578","mp1103","Avalodragil Skill","0"
"0579","mp7304","Byfteriza Skill","0"
"0580","mp1135","Master Kong Skill Ricotta","0"
"0581","mp1119","Master Kong Skill Sahad","0"
"0582","mp1118","Master Kong Skill Dana","0"
"0583","mp4341","Master Kong Skill Laxia","0"
"0584","mp6112","Master Kong Skill Hummel","0"
"0585","mp5104","Master Kong Skill Adol","0"
"0586","mp6413","Mephorash","0"
"0587","mp6308","Psyche-Ura","0"
"0588","mp6307","Psyche-Nestor","0"
"0589","mp6306","Psyche-Minos","0"
"0590","mp6305","Psyche-Hydra","0"
"0591","mp1201","Silvia","0"
"0592","mp6349","Basileus","0"
"0593","mp6345","Doxa Griel","0"
"0594","mp6370","Oceanus","0"
"0595","mp6366","Coelacantos","0"
"0596","mp0405","Pirate Revenant","0"
"0597","mp6329","Carveros","0"
"0598","mp6325","Exmetal","0"
"0599","mp6410","Brachion","0"
"0600","mp4341","Giasburn","0"
"0601","mp4337","Avalodragil 2","0"
"0602","mp1118","Kiergaard Weissman","0"
"0603","mp2308","Laspisus","0"
"0604","mp2304","Magamandra","0"
"0605","mp4309","Gargantula","0"
"0606","mp4306","Lonbrigius","0"
"0607","mp1308","Clareon","0"
"0608","mp1306","Serpentus","0"
"0609","mp1103","Avalodragil","0"
"0610","mp7304","Byfteriza","0"
"0611","mp1135","Master Kong Ricotta","0"
"0612","mp1119","Master Kong Sahad","0"
"0613","mp1118","Master Kong Dana","0"
"0614","mp4341","Master Kong Laxia","0"
"0615","mp6112","Master Kong Hummel","0"
"0616","mp5104","Master Kong Adol","0"
"0617","mp6413","Psyches","0"
"0618","mp6308","Psyches","0"
"0619","mp6307","Psyches","0"
"0620","mp6306","Psyches","0"
"0621","mp6305","Psyches","0"
"0622","mp6349","Psyches","0"
"0623","mp6370","Psyches","0"
"0624","mp0405","Psyches","0"
"0625","mp6329","Psyches","0"
"0626","mp6410","Psyches","0"
"0627","mp4341","Psyches","0"
"0628","mp2308","Psyches","0"
"0629","mp4309","Psyches","0"
"0630","mp1308","Psyches","0"
"0631","none","none","0"
"0632","none","none","0"
"0633","none","none","0"
"0634","mp6569","Melaiduma Medals","1"
"0635","mp6211","Jade Pendant","1"
"0636","none","none","1"
"0637","mp1112","Landmark","0"
"0638","mp1132","Landmark","0"
"0639","mp1304","Landmark","0"
"0640","mp1117","Landmark","0"
"0641","mp1135","Landmark","0"
"0642","mp3104","Landmark","0"
"0643","mp4303","Landmark","0"
"0644","mp1119","Landmark","0"
"0645","mp2306","Landmark","0"
"0646","mp3107","Landmark","0"
"0647","mp3102","Landmark","0"
"0648","mp7462","Landmark","0"
"0649","mp1114","Landmark","0"
"0650","mp1116","Landmark","0"
"0651","mp7411","Landmark","0"
"0652","mp1122","Landmark","0"
"0653","mp7102","Landmark","0"
"0654","mp5102","Landmark","0"
"0655","mp6116","Landmark","0"
"0656","mp6112","Landmark","0"
"0657","mp6114","Landmark","0"
"0658","mp7481","Landmark","0"
"0659","mp6109","Landmark","0"
"0660","mp7471","Landmark","0"
"0661","mp7411","Gilkyra Encounter","0"
"0662","mp6409","Octus Entrance","0"
"0663","mp6569","Melaiduma","0"
"0664","mp6569","Psyches","0"
"0665","mp1105","Towering Coral Forest Front Entrance","0"
"0666","mp1117","Towering Coral Forest Back Entrance","0"
"0667","mp1301","Exit to Nameless Coast","0"
"0668","mp1308","Exit to Roaring Seashore","0"
"0669","mp2103","Schlamm Jungle Front Entrance","0"
"0670","mp2301","Exit to Beast Hills South","0"
"0671","mp2308","Exit to Odd Rock Coast","0"
"0672","mp1118","Schlamm Jungle Back Entrance","0"
"0673","mp6301","Exit to Temple of the Great Tree","0"
"0674","mp1201","Waterdrop Cave Entrance","0"
"0675","mp7301","Exit to Calm Inlet","0"
"0676","mp4102","Eroded Valley Front Entrance","0"
"0677","mp4301","Exit to Beast Hills North","0"
"0678","mp4309","Exit to Sunrise Beach","0"
"0679","mp1119","Eroded Valley Back Entrance","0"
"0680","mp1116","East Coast Cave Entrance","0"
"0681","mp7411","Exit to Nostalgia Cape","0"
"0682","mp3105","Mont Gendarme Front Entrance","0"
"0683","mp4331","Exit to Primordial Passage","0"
"0684","mp4341","Exit to Mountain Pinnacle Trail","0"
"0685","mp4103","Mont Gendarme Back Entrance","0"
"0686","mp6110","Baja Tower Entrance","0"
"0687","mp6321","Exit to Towal Highway","0"
"0688","mp6204","Archeozoic Chasm Entrance","0"
"0689","mp6361","Exit to The Ruins of Eternia","0"
"0690","mp6108","Lodinia Marshlands Back","0"
"0691","mp6341","Exit to Valley of Kings - Camp","0"
